Product_ID;VendorID;Quantity;Price;Cost;Timestamp;DiscountID;MinOrderQty;MaxOrderQty;UnitType;LastUpdated
377;1536;15;35.21;36.9705;00:00:00;1;5;3;CTN;00:00:00
377;1562;16;43.28;45.444;00:00:00;1;5;5;CTN;00:00:00
377;1656;16;41.21;43.2705;00:00:00;1;5;5;CTN;00:00:00
378;1536;15;39.28;41.244;00:00:00;1;5;3;CTN;00:00:00
378;1562;16;39.21;41.1705;00:00:00;1;5;4;CTN;00:00:00
378;1656;16;39.21;41.1705;00:00:00;1;5;4;CTN;00:00:00
379;1536;15;35.21;36.9705;00:00:00;1;5;4;CTN;00:00:00
379;1562;16;37.21;39.0705;00:00:00;1;5;4;CTN;00:00:00
379;1656;16;43.28;45.444;00:00:00;1;5;4;CTN;00:00:00
380;1536;15;41.16;43.218;00:00:00;1;5;3;CTN;00:00:00
380;1562;16;41.28;43.344;00:00:00;1;5;5;CTN;00:00:00
380;1656;16;39.21;41.1705;00:00:00;1;5;5;CTN;00:00:00
381;1536;15;45.23;47.4915;00:00:00;1;5;3;CTN;00:00:00
381;1562;16;37.21;39.0705;00:00:00;1;5;300;CTN;00:00:00
381;1656;16;37.21;39.0705;00:00:00;1;5;400;CTN;00:00:00
382;1536;15;41.21;43.2705;00:00:00;1;5;3;CTN;00:00:00
382;1562;16;35.21;36.9705;00:00:00;1;5;3;CTN;00:00:00
383;1536;15;45.28;47.544;00:00:00;1;5;3;CTN;00:00:00
383;1562;16;39.28;41.244;00:00:00;1;5;4;CTN;00:00:00
384;1536;15;41.21;43.2705;00:00:00;1;5;3;CTN;00:00:00
384;1562;16;35.21;36.9705;00:00:00;1;5;5;CTN;00:00:00
385;1536;15;39.21;41.1705;00:00:00;1;5;5;CTN;00:00:00
385;1562;16;41.16;43.218;00:00:00;1;5;4;CTN;00:00:00
386;1536;15;43.28;45.444;00:00:00;1;5;3;CTN;00:00:00
386;1562;16;45.23;47.4915;00:00:00;1;5;4;CTN;00:00:00
387;1536;15;39.21;41.1705;00:00:00;1;5;3;CTN;00:00:00
387;1562;16;41.21;43.2705;00:00:00;1;5;3;CTN;00:00:00
388;1536;15;37.21;39.0705;00:00:00;1;5;3;CTN;00:00:00
388;1562;16;45.28;47.544;00:00:00;1;5;2;CTN;00:00:00
389;1536;15;41.28;43.344;00:00:00;1;5;2;CTN;00:00:00
389;1562;16;41.21;43.2705;00:00:00;1;5;4;CTN;00:00:00
390;1536;15;37.21;39.0705;00:00:00;1;5;3;CTN;00:00:00
390;1562;16;39.21;41.1705;00:00:00;1;5;5;CTN;00:00:00
391;1536;15;35.21;36.9705;00:00:00;1;5;3;CTN;00:00:00
391;1562;16;43.28;45.444;00:00:00;1;5;8;CTN;00:00:00
392;1536;15;39.28;41.244;00:00:00;1;5;3;CTN;00:00:00
392;1562;16;39.21;41.1705;00:00:00;1;5;500;CTN;00:00:00
393;1536;15;35.21;36.9705;00:00:00;1;5;400;CTN;00:00:00
393;1562;16;37.21;39.0705;00:00:00;1;5;500;CTN;00:00:00
394;1536;15;41.16;43.218;00:00:00;1;5;300;CTN;00:00:00
394;1562;16;41.28;43.344;00:00:00;1;5;3;CTN;00:00:00
395;1536;15;45.23;47.4915;00:00:00;1;5;3;CTN;00:00:00
395;1562;16;37.21;39.0705;00:00:00;1;5;400;CTN;00:00:00
396;1536;15;41.21;43.2705;00:00:00;1;5;200;CTN;00:00:00
396;1562;16;35.21;36.9705;00:00:00;1;5;1;CTN;00:00:00
397;1536;15;45.28;47.544;00:00:00;1;5;8;CTN;00:00:00
397;1562;16;39.28;41.244;00:00:00;1;5;9;CTN;00:00:00
402;1648;15;45.21;47.4705;00:00:00;1;5;3;CTN;00:00:00
403;1616;17;45.21;47.4705;00:00:00;1;5;3;CAN;00:00:00
403;1672;15;43.21;45.3705;00:00:00;1;5;3;CAN;00:00:00
403;1686;19;43.28;45.444;00:00:00;1;5;5;CAN;00:00:00
404;1616;17;43.21;45.3705;00:00:00;1;5;3;CAN;00:00:00
404;1672;15;47.28;49.644;00:00:00;1;5;3;CAN;00:00:00
404;1686;19;39.21;41.1705;00:00:00;1;5;4;CAN;00:00:00
405;1616;17;47.28;49.644;00:00:00;1;5;3;CAN;00:00:00
405;1672;15;43.21;45.3705;00:00:00;1;5;3;CAN;00:00:00
405;1686;19;37.21;39.0705;00:00:00;1;5;4;CAN;00:00:00
406;1616;17;43.21;45.3705;00:00:00;1;5;3;CAN;00:00:00
406;1672;15;41.21;43.2705;00:00:00;1;5;3;CAN;00:00:00
406;1686;19;41.28;43.344;00:00:00;1;5;5;CAN;00:00:00
407;1616;17;41.21;43.2705;00:00:00;1;5;4;CAN;00:00:00
407;1672;15;45.28;47.544;00:00:00;1;5;4;CAN;00:00:00
407;1686;19;37.21;39.0705;00:00:00;1;5;4;CAN;00:00:00
408;1616;17;45.28;47.544;00:00:00;1;5;3;CAN;00:00:00
408;1672;15;41.21;43.2705;00:00:00;1;5;3;CAN;00:00:00
408;1686;19;35.21;36.9705;00:00:00;1;5;300;CAN;00:00:00
409;1616;17;41.21;43.2705;00:00:00;1;5;3;CAN;00:00:00
409;1672;15;39.21;41.1705;00:00:00;1;5;3;CAN;00:00:00
409;1686;19;39.28;41.244;00:00:00;1;5;500;CAN;00:00:00
410;1616;17;39.21;41.1705;00:00:00;1;5;3;CAN;00:00:00
410;1686;19;35.21;36.9705;00:00:00;1;5;400;CAN;00:00:00
411;1616;17;43.28;45.444;00:00:00;1;5;450;CAN;00:00:00
411;1686;19;33.21;34.8705;00:00:00;1;5;300;CAN;00:00:00
412;1616;17;39.21;41.1705;00:00:00;1;5;3;CAN;00:00:00
412;1686;19;37.28;39.144;00:00:00;1;5;400;CAN;00:00:00
413;1616;17;37.21;39.0705;00:00:00;1;5;500;CAN;00:00:00
413;1686;19;45.31;47.5755;00:00:00;1;5;400;CAN;00:00:00
414;1616;17;41.28;43.344;00:00:00;1;5;3;CAN;00:00:00
414;1686;19;43.31;45.4755;00:00:00;1;5;60;CAN;00:00:00
415;1616;17;37.21;39.0705;00:00:00;1;5;3;CAN;00:00:00
415;1686;19;47.38;49.749;00:00:00;1;5;60;CAN;00:00:00
416;1616;17;35.21;36.9705;00:00:00;1;5;3;CAN;00:00:00
416;1686;19;43.31;45.4755;00:00:00;1;5;40;CAN;00:00:00
417;1616;17;39.28;41.244;00:00:00;1;5;40;CAN;00:00:00
417;1686;19;41.31;43.3755;00:00:00;1;5;40;CAN;00:00:00
418;1616;17;35.21;36.9705;00:00:00;1;5;3;CAN;00:00:00
418;1686;19;45.38;47.649;00:00:00;1;5;4;CAN;00:00:00
419;1616;17;33.21;34.8705;00:00:00;1;5;3;CAN;00:00:00
419;1686;19;41.31;43.3755;00:00:00;1;5;4;CAN;00:00:00
420;1616;17;37.28;39.144;00:00:00;1;5;3;CAN;00:00:00
420;1686;19;39.31;41.2755;00:00:00;1;5;4;CAN;00:00:00
421;1616;17;45.31;47.5755;00:00:00;1;5;3;CAN;00:00:00
421;1686;19;43.38;45.549;00:00:00;1;5;40;CAN;00:00:00
422;1492;17;45.26;47.523;00:00:00;1;5;40;CTN;00:00:00
422;1534;19;45.41;47.6805;00:00:00;1;5;40;CTN;00:00:00
422;1666;16;45.41;47.6805;00:00:00;1;5;40;CTN;00:00:00
423;1492;17;43.26;45.423;00:00:00;1;5;40;CTN;00:00:00
423;1534;19;43.41;45.5805;00:00:00;1;5;40;CTN;00:00:00
423;1666;16;43.41;45.5805;00:00:00;1;5;50;CTN;00:00:00
424;1492;17;47.33;49.6965;00:00:00;1;5;50;CTN;00:00:00
424;1534;19;47.48;49.854;00:00:00;1;5;40;CTN;00:00:00
424;1666;16;47.48;49.854;00:00:00;1;5;40;CTN;00:00:00
425;1492;17;43.26;45.423;00:00:00;1;5;40;CTN;00:00:00
425;1534;19;43.41;45.5805;00:00:00;1;5;40;CTN;00:00:00
425;1666;16;43.41;45.5805;00:00:00;1;5;40;CTN;00:00:00
426;1492;17;41.26;43.323;00:00:00;1;5;40;CTN;00:00:00
426;1534;19;41.41;43.4805;00:00:00;1;5;40;CTN;00:00:00
426;1666;16;41.41;43.4805;00:00:00;1;5;40;CTN;00:00:00
427;1492;17;45.33;47.5965;00:00:00;1;5;40;CTN;00:00:00
427;1534;19;45.48;47.754;00:00:00;1;5;40;CTN;00:00:00
427;1666;16;45.48;47.754;00:00:00;1;5;40;CTN;00:00:00
428;1492;17;41.26;43.323;00:00:00;1;5;40;CTN;00:00:00
428;1534;19;41.41;43.4805;00:00:00;1;5;70;CTN;00:00:00
428;1666;16;41.41;43.4805;00:00:00;1;5;70;CTN;00:00:00
429;1492;17;39.26;41.223;00:00:00;1;5;70;CTN;00:00:00
429;1534;19;39.41;41.3805;00:00:00;1;5;70;CTN;00:00:00
429;1666;16;39.41;41.3805;00:00:00;1;5;60;CTN;00:00:00
430;1492;17;43.33;45.4965;00:00:00;1;5;60;CTN;00:00:00
430;1534;19;43.48;45.654;00:00:00;1;5;70;CTN;00:00:00
430;1666;16;43.48;45.654;00:00:00;1;5;70;CTN;00:00:00
431;1492;17;39.26;41.223;00:00:00;1;5;70;CTN;00:00:00
431;1534;19;39.41;41.3805;00:00:00;1;5;70;CTN;00:00:00
431;1666;16;39.41;41.3805;00:00:00;1;5;3;CTN;00:00:00
432;1492;17;37.26;39.123;00:00:00;1;5;3;CTN;00:00:00
432;1534;19;37.41;39.2805;00:00:00;1;5;3;CTN;00:00:00
432;1666;16;37.41;39.2805;00:00:00;1;5;3;CTN;00:00:00
433;1492;17;41.33;43.3965;00:00:00;1;5;4;CTN;00:00:00
433;1534;19;41.48;43.554;00:00:00;1;5;3;CTN;00:00:00
433;1666;16;41.48;43.554;00:00:00;1;5;1;CTN;00:00:00
434;1492;17;37.26;39.123;00:00:00;1;5;3;CTN;00:00:00
434;1534;19;37.41;39.2805;00:00:00;1;5;4;CTN;00:00:00
434;1666;16;37.41;39.2805;00:00:00;1;5;4;CTN;00:00:00
435;1492;17;35.26;37.023;00:00:00;1;5;4;CTN;00:00:00
435;1534;19;35.41;37.1805;00:00:00;1;5;4;CTN;00:00:00
435;1666;16;35.41;37.1805;00:00:00;1;5;4;CTN;00:00:00
436;1492;17;39.33;41.2965;00:00:00;1;5;4;CTN;00:00:00
436;1534;19;39.48;41.454;00:00:00;1;5;4;CTN;00:00:00
436;1666;16;39.48;41.454;00:00:00;1;5;4;CTN;00:00:00
437;1492;17;35.26;37.023;00:00:00;1;5;4;CTN;00:00:00
437;1534;19;35.41;37.1805;00:00:00;1;5;4;CTN;00:00:00
437;1666;16;35.41;37.1805;00:00:00;1;5;4;CTN;00:00:00
438;1540;17;39.26;41.223;00:00:00;1;5;3;CTN;00:00:00
438;1656;16;45.41;47.6805;00:00:00;1;5;3;CTN;00:00:00
439;1540;17;43.33;45.4965;00:00:00;1;5;3;CTN;00:00:00
439;1656;16;43.41;45.5805;00:00:00;1;5;3;CTN;00:00:00
440;1540;17;39.26;41.223;00:00:00;1;5;3;CTN;00:00:00
440;1656;16;47.48;49.854;00:00:00;1;5;3;CTN;00:00:00
441;1540;17;37.26;39.123;00:00:00;1;5;3;CTN;00:00:00
441;1656;16;43.41;45.5805;00:00:00;1;5;3;CTN;00:00:00
442;1540;17;41.33;43.3965;00:00:00;1;5;3;CTN;00:00:00
442;1656;16;41.41;43.4805;00:00:00;1;5;3;CTN;00:00:00
443;1540;17;37.26;39.123;00:00:00;1;5;3;CTN;00:00:00
443;1656;16;45.48;47.754;00:00:00;1;5;3;CTN;00:00:00
444;1540;17;35.26;37.023;00:00:00;1;5;3;CTN;00:00:00
444;1656;16;41.41;43.4805;00:00:00;1;5;3;CTN;00:00:00
445;1540;17;39.33;41.2965;00:00:00;1;5;3;CTN;00:00:00
445;1656;16;39.41;41.3805;00:00:00;1;5;3;CTN;00:00:00
446;1540;17;35.26;37.023;00:00:00;1;5;4;CTN;00:00:00
446;1656;16;43.48;45.654;00:00:00;1;5;4;CTN;00:00:00
447;1540;17;45.41;47.6805;00:00:00;1;5;4;CTN;00:00:00
447;1656;16;39.41;41.3805;00:00:00;1;5;4;CTN;00:00:00
448;1540;17;43.41;45.5805;00:00:00;1;5;4;CTN;00:00:00
448;1656;16;37.41;39.2805;00:00:00;1;5;4;CTN;00:00:00
449;1540;17;47.48;49.854;00:00:00;1;5;4;CTN;00:00:00
449;1656;16;41.48;43.554;00:00:00;1;5;4;CTN;00:00:00
450;1540;17;43.41;45.5805;00:00:00;1;5;4;CTN;00:00:00
450;1656;16;37.41;39.2805;00:00:00;1;5;4;CTN;00:00:00
451;1540;17;41.41;43.4805;00:00:00;1;5;4;CTN;00:00:00
451;1656;16;35.41;37.1805;00:00:00;1;5;4;CTN;00:00:00
452;1540;17;45.48;47.754;00:00:00;1;5;4;CTN;00:00:00
452;1656;16;39.48;41.454;00:00:00;1;5;5;CTN;00:00:00
453;1540;17;41.41;43.4805;00:00:00;1;5;5;CTN;00:00:00
453;1656;16;35.41;37.1805;00:00:00;1;5;5;CTN;00:00:00
454;1540;17;39.41;41.3805;00:00:00;1;5;5;CTN;00:00:00
454;1656;16;45.26;47.523;00:00:00;1;5;5;CTN;00:00:00
455;1540;17;43.48;45.654;00:00:00;1;5;5;CTN;00:00:00
455;1656;16;43.26;45.423;00:00:00;1;5;5;CTN;00:00:00
456;1540;17;39.41;41.3805;00:00:00;1;5;5;CTN;00:00:00
456;1656;16;47.33;49.6965;00:00:00;1;5;5;CTN;00:00:00
457;1540;17;37.41;39.2805;00:00:00;1;5;5;CTN;00:00:00
457;1656;16;43.26;45.423;00:00:00;1;5;5;CTN;00:00:00
458;1540;17;41.48;43.554;00:00:00;1;5;5;CTN;00:00:00
458;1656;16;41.26;43.323;00:00:00;1;5;5;CTN;00:00:00
459;1540;17;37.41;39.2805;00:00:00;1;5;5;CTN;00:00:00
459;1656;16;45.33;47.5965;00:00:00;1;5;5;CTN;00:00:00
460;1540;17;35.41;37.1805;00:00:00;1;5;5;CTN;00:00:00
460;1656;16;41.26;43.323;00:00:00;1;5;5;CTN;00:00:00
461;1540;17;39.48;41.454;00:00:00;1;5;5;DZ;00:00:00
462;1510;18;45.41;47.6805;00:00:00;1;5;3;CS;00:00:00
463;1582;18;45.26;47.523;00:00:00;1;5;2;CAN;00:00:00
464;1582;18;43.26;45.423;00:00:00;1;5;3;CAN;00:00:00
465;1582;18;47.33;49.6965;00:00:00;1;5;4;CAN;00:00:00
466;1582;18;43.26;45.423;00:00:00;1;5;3;CAN;00:00:00
467;1582;18;41.26;43.323;00:00:00;1;5;3;CAN;00:00:00
468;1582;18;45.33;47.5965;00:00:00;1;5;3;CAN;00:00:00
469;1582;18;41.26;43.323;00:00:00;1;5;5;CAN;00:00:00
470;1582;18;39.26;41.223;00:00:00;1;5;2;CAN;00:00:00
471;1582;18;43.33;45.4965;00:00:00;1;5;300;CAN;00:00:00
472;1582;18;39.26;41.223;00:00:00;1;5;400;CAN;00:00:00
473;1582;18;37.26;39.123;00:00:00;1;5;500;CAN;00:00:00
474;1582;18;41.33;43.3965;00:00:00;1;5;700;CAN;00:00:00
475;1582;18;37.26;39.123;00:00:00;1;5;500;CAN;00:00:00
476;1568;15;15.13;15.8865;00:00:00;100;1000;300;EA;00:00:00
477;1568;15;11.11;11.6655;00:00:00;100;1000;300;EA;00:00:00
478;1568;15;10.56;11.088;00:00:00;100;1000;200;EA;00:00:00
479;1568;15;15.13;15.8865;00:00:00;100;1000;300;EA;00:00:00
480;1568;15;11.11;11.6655;00:00:00;100;1000;400;EA;00:00:00
481;1568;15;10.56;11.088;00:00:00;100;1000;300;EA;00:00:00
482;1568;15;8.34;8.757;00:00:00;100;1000;300;EA;00:00:00
483;1568;15;9.23;9.6915;00:00:00;100;1000;500;EA;00:00:00
484;1568;15;6.55;6.8775;00:00:00;100;1000;300;EA;00:00:00
485;1568;15;7.43;7.8015;00:00:00;100;1000;300;EA;00:00:00
486;1568;15;8.34;8.757;00:00:00;100;1000;400;EA;00:00:00
487;1568;15;5.53;5.8065;00:00:00;100;1000;300;EA;00:00:00
488;1568;15;8.44;8.862;00:00:00;100;1000;300;EA;00:00:00
489;1568;15;9.97;10.4685;00:00:00;100;1000;300;EA;00:00:00
490;1592;16;12.11;12.7155;00:00:00;1;5;400;CAN;00:00:00
490;1662;16;11.77;12.3585;00:00:00;1;5;500;CAN;00:00:00
491;1548;15;19.03;19.9815;00:00:00;1;5;3;CAN;00:00:00
491;1592;16;18.99;19.9395;00:00:00;1;5;100;CAN;00:00:00
492;1584;16;48.33;50.7465;00:00:00;20;100;400;GAL;00:00:00
492;1692;17;47.87;50.2635;00:00:00;20;100;60;GAL;00:00:00
493;1584;16;55.49;58.2645;00:00:00;20;100;70;GAL;00:00:00
493;1692;17;54.43;57.1515;00:00:00;20;100;90;GAL;00:00:00
494;1584;16;48.33;50.7465;00:00:00;20;100;80;GAL;00:00:00
494;1692;17;50.67;53.2035;00:00:00;20;100;60;GAL;00:00:00
495;1584;16;59.93;62.9265;00:00:00;20;100;4;GAL;00:00:00
495;1692;17;60.66;63.693;00:00:00;20;100;50;GAL;00:00:00
496;1584;16;47.29;49.6545;00:00:00;20;100;70;GAL;00:00:00
496;1692;17;46.58;48.909;00:00:00;20;100;60;GAL;00:00:00
497;1566;17;32.56;34.188;00:00:00;1;5;3;CS;00:00:00
504;1690;17;46.44;48.762;00:00:00;1;5;3;CS;00:00:00
505;1612;16;42.11;44.2155;00:00:00;1;5;3;CS;00:00:00
506;1504;15;8.76;9.198;00:00:00;20;100;60;DZ;00:00:00
507;1530;15;22.28;23.394;00:00:00;100;1000;70;EA;00:00:00
507;1624;15;21.11;22.1655;00:00:00;100;1000;3;EA;00:00:00
508;1530;15;26.33;27.6465;00:00:00;100;1000;5;EA;00:00:00
508;1624;15;27.89;29.2845;00:00:00;100;1000;4;EA;00:00:00
509;1680;16;34.55;36.2775;00:00:00;100;1000;3;EA;00:00:00
510;1526;18;22.29;23.4045;00:00:00;100;1000;4;EA;00:00:00
510;1646;15;21.98;23.079;00:00:00;100;1000;300;EA;00:00:00
511;1526;18;26.54;27.867;00:00:00;100;1000;500;EA;00:00:00
511;1646;15;27.88;29.274;00:00:00;100;1000;300;EA;00:00:00
512;1646;15;33.31;34.9755;00:00:00;100;1000;300;EA;00:00:00
512;1654;17;35.32;37.086;00:00:00;100;1000;400;EA;00:00:00
513;1664;17;25.33;26.5965;00:00:00;100;1000;200;EA;00:00:00
513;1682;19;37.33;39.1965;00:00:00;100;1000;100;EA;00:00:00
523;1560;17;10.22;10.731;00:00:00;100;1000;300;EA;00:00:00
523;1620;16;9.89;10.3845;00:00:00;100;1000;140;EA;00:00:00
524;1560;17;13.45;14.1225;00:00:00;100;1000;300;EA;00:00:00
524;1626;18;12.35;12.9675;00:00:00;100;1000;50;EA;00:00:00
525;1600;15;2.21;2.3205;00:00:00;100;1000;50;EA;00:00:00
526;1522;15;3.47;3.6435;00:00:00;100;1000;50;EA;00:00:00
527;1644;18;6.43;6.7515;00:00:00;100;1000;50;DZ;00:00:00
528;1618;16;36.34;38.157;00:00:00;1;5;50;CTN;00:00:00
530;1494;17;15.32;16.086;00:00:00;100;1000;50;EA;00:00:00
535;1508;15;3.32;3.486;00:00:00;100;1000;50;EA;00:00:00
679;1544;15;5.5;5.775;00:00:00;100;1000;300;EA;00:00:00
679;1694;15;5.9;6.195;00:00:00;100;1000;300;EA;00:00:00
707;1520;30;13.25;13.0863;00:00:00;4;200;25;EA;12:20:28.330000000
708;1520;30;13.25;13.0863;00:00:00;4;200;25;EA;12:20:28.330000001
709;1574;12;3.1;3.4;00:00:00;100;500;150;EA;12:20:28.330000002
710;1574;12;3.12;3.4;00:00:00;100;500;150;EA;12:20:28.330000003
711;1520;45;13.88;13.08;00:00:00;50;750;300;EA;12:20:28.330000004
712;1636;45;6.55;6.92;00:00:00;100;1000;630;EA;12:20:28.330000005
713;1636;45;37.45;38.49;00:00:00;100;1000;600;EA;12:20:28.330000006
714;1636;45;37.8;38.49;00:00:00;100;1000;350;EA;12:20:28.330000007
715;1636;45;37.8;38.49;00:00:00;100;1000;100;EA;12:20:28.330000008
716;1636;45;38.05;38.75;00:00:00;100;1000;750;EA;12:20:28.330000009
841;1636;60;26.75;24.75;00:00:00;75;500;300;EA;12:20:28.330000010
842;1518;120;54.2;51.56;00:00:00;100;600;225;EA;12:20:28.330000011
